land_area_ha,families_affected,current_stage_index,days_in_current_stage,days_since_last_action,days_since_update,award_overdue,pending_approvals,pending_notifications,noc_pending_count,budget_released,has_legal_dispute,num_legal_cases,ownership_conflicts,compensation_pct,compensation_pending_months,rr_completion_pct,documentation_pct,stakeholder_response_pct,possession_pct,land_cost_cr,amount_paid_cr,project_value_cr,district_historical_delay_rate,prev_delayed_district,officer_responsiveness,funding_readiness,notice_delivery_pct,mutation_completion_pct,is_delayed,project_type_code,state_code
1353.86,3382,1,1102,322,232,0,8,5,5,0,1,7,6,39.2,34,41.6,46.2,36.6,27.0,26688.79,10462.01,241973.69,0.53,12,1.8,50.2,29.1,0.0,1,6,6
1051.92,968,2,320,575,30,1,4,1,2,1,1,13,3,58.5,10,35.1,36.0,19.5,29.6,21553.79,12608.97,340457.49,0.63,3,1.4,58.5,46.9,0.0,1,4,1
905.28,2125,5,161,61,46,0,4,2,5,1,0,0,0,55.0,1,54.2,71.6,94.1,59.5,22053.48,12129.41,383587.84,0.56,20,7.3,82.7,84.9,71.4,1,12,8
1306.65,939,0,902,82,394,0,2,4,6,0,1,3,1,27.8,28,27.8,60.7,52.9,23.3,42952.83,11940.89,295679.16,0.71,17,3.0,44.3,49.4,0.0,1,12,13
686.35,1281,3,38,69,22,0,8,1,1,0,0,0,2,70.2,8,49.7,57.3,63.1,41.2,21519.77,15106.88,286906.7,0.34,10,6.7,77.0,97.1,0.0,0,14,5
516.73,1253,3,459,107,99,0,7,5,7,1,1,15,2,61.3,16,12.1,55.2,29.4,35.9,16838.58,10322.05,331879.84,0.73,25,2.4,43.5,35.7,0.0,1,12,4
1595.75,2891,1,480,144,89,0,3,1,1,1,1,9,2,59.8,3,43.8,46.7,40.9,6.0,33992.28,20327.38,307373.28,0.61,26,3.3,28.3,28.5,0.0,1,4,8
1977.04,2096,4,147,51,19,0,0,0,2,1,0,0,1,60.2,22,65.7,84.0,81.0,91.5,25490.56,15345.32,156641.04,0.49,22,6.6,96.4,99.7,93.9,0,14,12
1750.61,3053,3,22,1,2,0,2,0,2,1,0,0,0,93.0,0,64.7,62.5,72.3,34.7,11838.66,11009.95,229244.5,0.29,9,5.8,93.8,64.8,0.0,1,11,2
146.07,182,1,302,617,117,0,4,4,6,0,0,0,8,48.7,6,38.7,33.7,39.6,5.9,6838.25,3330.23,103832.83,0.4,20,3.2,42.8,22.8,0.0,1,8,2
219.6,188,3,608,410,87,0,6,3,4,1,0,0,5,27.5,12,28.7,23.8,36.5,35.0,6275.84,1725.86,14923.3,0.79,15,3.3,43.6,47.8,0.0,1,8,13
1286.76,4362,1,331,92,252,0,6,3,6,1,1,13,2,58.2,30,46.5,26.0,30.4,9.5,6400.63,3725.17,78184.05,0.44,15,3.8,49.7,51.9,0.0,1,7,12
347.57,510,3,185,714,317,0,7,5,3,1,1,4,4,63.7,5,8.8,19.7,38.0,17.2,6678.71,4254.34,90767.99,0.54,8,1.7,25.8,48.8,0.0,1,7,10
1652.12,2732,1,621,628,143,0,10,4,5,0,0,0,7,64.7,17,27.2,60.2,52.9,19.1,53223.07,34435.33,510922.5,0.5,12,2.6,35.6,31.9,0.0,1,3,5
1340.12,2816,2,135,57,6,0,8,0,4,1,0,0,2,83.6,0,59.5,69.2,78.7,45.3,24698.95,20648.32,129750.48,0.39,1,6.9,77.2,78.9,0.0,1,11,11
1462.52,4512,4,17,7,25,0,5,3,4,1,0,0,2,65.1,10,44.5,69.0,65.5,83.3,72965.67,47500.65,1101048.58,0.36,16,4.8,82.8,61.5,76.6,1,5,2
1640.16,5000,3,132,32,46,0,8,1,2,0,1,2,1,80.4,0,62.2,96.4,73.7,71.9,4448.31,3576.44,22407.2,0.55,15,5.8,65.9,62.4,0.0,1,13,3
505.06,1595,2,85,60,50,0,12,5,4,1,1,7,0,59.3,4,44.5,80.2,87.8,27.7,17626.09,10452.27,305374.25,0.43,6,4.9,89.8,68.2,0.0,0,4,2
765.64,2525,3,122,14,49,0,3,2,0,0,1,12,2,58.4,36,53.2,69.3,85.0,44.9,7728.54,4513.47,151735.51,0.39,10,4.7,55.3,90.8,0.0,0,8,3
996.84,663,3,923,227,302,0,4,4,7,1,1,14,0,51.4,22,32.9,44.2,46.6,33.7,2234.95,1148.76,15923.66,0.37,9,2.3,37.1,38.4,0.0,1,14,9
952.29,2200,3,16,13,31,0,4,3,1,1,0,0,1,81.8,0,90.7,78.7,46.7,62.5,5349.46,4375.86,20879.64,0.53,7,6.2,56.6,72.6,0.0,0,11,3
747.65,1031,3,928,307,72,0,9,3,6,1,0,0,7,46.4,30,54.3,35.0,34.5,2.0,28629.68,13284.17,315548.01,0.45,4,3.3,35.2,60.8,0.0,1,10,11
89.47,260,3,741,540,208,0,11,5,1,1,1,10,4,54.8,6,41.5,57.1,51.1,26.3,1201.08,658.19,23880.1,0.67,8,2.7,12.3,29.5,0.0,1,13,4
512.01,1820,1,605,194,170,0,4,1,6,1,1,3,2,12.3,16,47.2,47.9,26.7,38.6,5161.52,634.87,16931.71,0.74,28,2.9,43.2,53.1,0.0,1,9,1
1600.53,4532,4,99,43,7,0,7,3,1,1,0,0,0,99.5,0,52.3,81.4,59.0,53.4,50405.44,50153.41,693826.93,0.4,2,6.8,93.5,97.2,88.5,0,4,3
577.16,942,3,180,60,45,0,0,2,1,1,1,2,0,85.9,0,84.9,65.3,69.1,31.6,15093.9,12965.66,177579.41,0.53,24,5.0,64.7,65.3,0.0,1,0,9
206.58,139,1,1078,338,273,0,8,5,2,1,1,14,4,66.5,3,49.9,56.1,50.0,10.2,5285.21,3514.66,47474.71,0.58,9,3.0,14.5,58.7,0.0,1,3,14
429.65,314,2,427,173,320,1,7,4,7,1,1,10,6,33.1,19,57.0,59.7,37.3,32.4,13926.26,4609.59,186552.85,0.53,13,1.7,18.5,20.4,0.0,0,4,14
812.06,728,3,458,375,70,0,3,5,3,1,1,4,2,63.2,36,31.7,60.2,39.0,0.6,2446.37,1546.11,26497.68,0.62,24,3.6,59.3,34.3,0.0,1,6,4
458.38,1754,5,94,68,14,0,2,3,3,1,1,4,1,61.6,27,58.9,84.9,60.5,52.1,6493.85,4000.21,61861.08,0.47,4,6.5,91.3,98.9,82.5,0,14,11
1619.36,5000,0,242,632,159,0,3,3,5,1,1,11,0,47.8,1,50.7,44.0,28.4,8.1,48409.8,23139.88,559536.8,0.73,7,2.8,25.0,48.2,0.0,1,12,4
1875.77,2941,5,11,79,54,0,3,3,2,0,1,7,2,57.9,8,91.8,83.8,55.7,55.8,32138.6,18608.25,367515.95,0.49,5,6.1,59.3,91.4,56.9,1,12,9
1984.59,5000,4,176,81,1,0,3,2,3,1,0,0,0,82.3,0,87.9,81.5,77.3,81.7,67609.66,55642.75,771060.38,0.74,5,4.1,81.2,69.8,38.4,1,6,1
342.98,1102,1,153,431,149,0,12,1,7,0,1,12,1,57.2,33,21.5,24.6,17.7,13.4,5611.07,3209.53,47809.14,0.34,5,3.3,46.7,21.7,0.0,1,4,9
1602.34,5000,3,133,38,34,0,7,2,0,1,0,0,0,56.9,25,94.4,74.0,77.7,22.1,62280.86,35437.81,532056.46,0.45,10,6.0,91.4,93.4,0.0,0,8,9
1569.63,5000,2,109,89,55,0,6,4,2,1,0,0,0,80.6,0,48.4,58.6,68.3,24.4,3937.14,3173.33,51469.4,0.65,26,4.2,96.0,64.1,0.0,0,6,4
894.5,2258,4,138,23,26,0,6,0,3,1,1,8,1,57.1,3,52.1,96.5,81.8,70.3,11006.64,6284.79,90730.7,0.42,10,6.8,61.4,67.3,98.9,1,8,5
662.03,823,3,68,3,9,0,3,2,2,0,0,0,1,51.6,15,97.7,87.7,52.9,73.4,13686.98,7062.48,49499.16,0.55,6,6.4,64.3,97.0,0.0,1,12,12
25.65,83,5,135,73,7,0,6,1,4,1,0,0,1,89.1,0,74.7,81.2,47.6,93.1,1011.36,901.12,6083.44,0.49,7,7.2,60.6,76.6,80.2,0,8,11
1194.54,3607,0,957,367,94,0,11,4,3,0,1,2,7,53.8,20,20.4,56.7,11.8,18.0,2017.09,1085.19,38035.63,0.5,6,2.5,55.4,40.5,0.0,1,13,12
713.45,1888,2,52,28,35,0,6,1,5,1,0,0,1,72.6,2,97.5,74.8,78.4,67.6,19505.72,14161.15,378223.06,0.46,13,7.8,97.7,87.8,0.0,0,11,10
771.69,1497,0,260,195,80,0,12,5,3,1,1,15,1,77.0,26,47.0,19.4,50.8,4.0,32512.12,25034.33,614631.0,0.6,3,3.6,16.7,40.2,0.0,1,6,8
1717.73,2393,5,165,25,53,0,10,2,4,1,0,0,0,87.1,0,95.8,57.5,60.2,68.6,44826.38,39043.78,418938.27,0.47,23,6.0,80.2,66.4,48.6,0,8,2
1949.45,5000,2,170,82,157,0,2,3,3,1,0,0,4,61.7,23,47.6,50.2,29.4,28.3,96053.18,59264.81,1848100.59,0.55,16,3.2,52.3,58.8,0.0,1,3,14
1143.24,3344,3,991,368,65,0,6,2,5,1,1,12,1,63.0,13,13.6,56.4,34.7,39.4,18303.42,11531.15,127097.25,0.7,11,4.1,42.9,36.4,0.0,1,13,13
1623.14,5000,0,564,528,245,0,2,1,6,1,1,2,8,63.7,20,41.8,54.7,47.2,25.1,18287.5,11649.14,62747.63,0.79,7,2.9,24.5,37.4,0.0,1,14,1
1666.32,1877,4,170,12,9,0,6,3,2,0,0,0,2,60.8,11,48.6,94.4,73.0,68.7,44155.98,26846.84,199942.42,0.36,11,6.2,74.8,77.0,83.1,0,12,9
881.69,2727,1,226,557,161,0,7,1,2,0,1,13,8,24.5,27,38.0,35.5,48.5,5.6,13167.37,3226.01,97019.66,0.55,14,1.8,59.2,40.2,0.0,1,6,6
1764.17,3636,2,170,715,386,0,11,4,5,0,0,0,5,16.0,14,11.7,38.0,22.0,38.2,17152.26,2744.36,324076.18,0.64,23,2.3,54.0,48.3,0.0,0,7,1
906.76,494,0,382,228,286,0,3,5,3,1,1,3,2,35.7,15,47.6,59.5,11.2,1.5,42722.83,15252.05,337940.86,0.45,13,2.7,31.9,55.1,0.0,1,0,9
872.57,2046,1,677,131,105,0,4,4,7,1,0,0,8,14.9,12,5.7,27.0,10.8,5.1,14894.9,2219.34,174259.22,0.58,18,3.2,47.4,32.7,0.0,1,10,14
1513.95,4569,0,222,546,86,0,7,1,4,0,1,9,7,20.3,16,12.3,56.7,35.5,3.1,13848.37,2811.22,199210.93,0.63,24,3.6,40.1,26.5,0.0,1,3,13
788.12,2049,0,565,595,145,0,2,1,8,0,0,0,7,38.2,7,18.9,31.5,12.8,27.6,29245.84,11171.91,104261.07,0.62,3,2.5,45.3,31.8,0.0,1,14,4
1821.24,5000,3,1156,330,34,0,8,2,4,0,1,3,7,36.7,18,4.8,24.2,24.5,14.3,43695.87,16036.38,216854.79,0.69,32,1.9,12.2,27.6,0.0,1,11,1
409.47,530,2,454,272,141,1,8,2,3,1,0,0,3,50.6,18,29.1,37.3,20.9,21.5,8876.68,4491.6,135863.26,0.7,23,2.7,17.8,54.1,0.0,1,5,1
1595.35,2653,3,20,46,1,0,5,0,1,1,0,0,2,79.9,33,94.6,95.9,64.9,34.8,5542.82,4428.71,75718.36,0.44,19,5.9,67.4,82.4,0.0,1,0,2
1428.1,2718,3,268,631,233,0,11,5,3,0,1,1,8,42.0,3,54.0,59.1,26.5,4.9,12594.16,5289.55,191508.55,0.75,24,2.8,29.9,34.2,0.0,1,8,4
734.09,2423,5,10,46,41,0,4,0,2,1,0,0,2,76.4,30,86.3,60.1,83.0,88.9,31673.47,24198.53,237365.95,0.43,10,6.0,65.2,94.7,75.3,0,0,12
1589.17,1831,0,1132,462,331,0,4,3,6,0,0,0,2,69.9,23,32.3,43.6,27.5,17.7,63356.45,44286.16,1058017.5,0.41,9,2.8,35.1,45.6,0.0,1,10,0
476.6,1248,4,75,34,27,0,7,3,2,1,1,3,1,93.9,0,57.2,78.9,94.5,52.9,23054.68,21648.34,324024.62,0.5,10,4.8,92.6,70.7,74.1,1,3,9
1501.64,4500,0,448,546,297,0,8,4,2,1,0,0,0,71.8,23,39.7,55.4,19.9,38.8,4288.18,3078.91,84965.39,0.49,4,2.3,58.2,61.1,0.0,1,1,5
706.06,1334,3,136,29,14,0,5,0,3,0,1,11,0,87.7,0,81.5,95.7,94.7,69.7,11692.49,10254.31,167436.62,0.51,15,4.6,56.8,80.6,0.0,0,10,5
380.16,981,1,256,655,49,0,8,3,2,0,0,0,7,29.1,14,50.7,33.1,30.4,29.9,8862.99,2579.13,91409.43,0.44,14,3.4,40.9,39.4,0.0,1,13,3
640.93,2009,5,20,38,7,0,5,3,3,1,0,0,0,70.5,14,70.8,97.5,68.3,70.7,15326.91,10805.47,99018.86,0.61,29,5.2,58.8,86.7,61.9,0,7,13
1308.94,5000,2,777,332,256,1,4,5,6,0,0,0,5,43.2,28,20.5,41.9,13.0,17.3,24809.48,10717.7,425728.19,0.56,2,2.6,36.1,31.1,0.0,1,14,14
1535.61,4807,4,138,86,4,0,2,5,6,0,0,0,1,92.3,0,74.1,79.5,56.8,78.9,47908.87,44219.89,218155.87,0.58,8,4.4,74.3,64.7,64.6,1,2,8
1672.89,4941,0,118,148,247,0,2,3,8,0,0,0,5,16.5,7,19.7,37.7,31.8,20.8,10537.65,1738.71,95962.98,0.35,5,3.3,30.5,67.1,0.0,1,2,5
1886.39,1319,1,571,209,244,0,2,3,3,1,0,0,8,69.0,9,39.0,57.0,48.3,36.0,7751.7,5348.67,154074.02,0.41,11,3.9,19.7,32.7,0.0,1,9,12
1659.27,1105,0,126,518,327,0,7,2,8,1,0,0,3,37.6,7,22.9,39.5,15.4,20.3,71200.94,26771.55,415701.04,0.68,32,3.1,34.2,59.8,0.0,1,14,1
1221.01,1763,3,56,61,53,0,6,0,4,0,0,0,1,97.7,0,72.4,74.0,49.2,46.8,33540.68,32769.24,547736.39,0.63,16,5.1,56.8,95.7,0.0,0,11,8
1746.86,1151,2,149,50,13,0,8,4,3,0,0,0,2,72.5,6,43.6,82.2,55.0,51.4,60449.29,43825.74,843508.5,0.4,7,4.3,81.9,82.3,0.0,1,12,0
130.01,519,3,374,624,353,0,11,2,4,1,0,0,0,74.4,15,55.8,18.8,54.4,39.0,4755.48,3538.08,28311.93,0.37,6,4.7,40.0,34.2,0.0,1,10,7
633.89,2101,3,159,15,36,0,1,1,4,0,0,0,0,63.7,3,66.3,79.2,74.5,71.3,16295.41,10380.18,158035.23,0.41,6,5.6,95.3,87.3,0.0,0,2,3
503.03,1245,4,61,53,16,0,1,2,1,1,0,0,0,88.4,0,98.7,85.3,72.6,60.2,2158.67,1908.26,23201.04,0.72,3,6.0,85.5,87.5,71.8,0,6,14
1525.89,4491,5,174,37,41,0,2,2,5,1,1,3,1,68.0,3,91.8,89.2,88.5,60.2,76087.77,51739.68,405528.51,0.43,15,6.6,59.1,93.3,73.0,0,11,0
1398.86,1207,3,133,73,20,0,6,2,3,1,0,0,0,98.5,0,82.0,56.1,72.7,47.9,49440.6,48698.99,471383.2,0.37,10,4.9,83.4,84.5,0.0,1,7,7
404.39,754,1,946,648,125,0,5,2,2,0,0,0,8,55.6,35,54.2,34.7,28.8,28.6,10591.05,5888.62,161092.74,0.69,30,2.7,29.0,50.7,0.0,1,4,14
512.01,940,2,230,335,133,1,3,4,5,1,0,0,6,55.6,33,29.2,54.2,35.6,21.2,2211.53,1229.61,10258.49,0.63,20,2.2,20.5,34.3,0.0,1,1,6
729.83,2641,3,38,28,13,0,3,0,1,0,0,0,0,84.1,0,83.9,64.1,46.7,47.1,26489.26,22277.47,163739.08,0.42,17,4.9,92.9,87.2,0.0,0,2,9
1068.07,1155,1,160,398,169,0,10,2,8,1,1,9,5,19.2,30,48.0,63.3,40.2,27.3,39586.85,7600.68,79804.28,0.67,20,3.5,21.7,24.0,0.0,1,3,1
494.3,1853,4,33,14,22,0,0,2,1,1,0,0,1,97.2,0,97.1,87.1,51.0,63.1,23814.34,23147.54,442765.74,0.52,19,7.5,70.0,63.2,75.5,1,4,12
1447.55,4768,3,45,7,59,0,3,5,4,1,1,4,0,72.8,12,60.0,64.2,72.4,32.1,62030.98,45158.55,434304.82,0.67,21,4.0,74.0,94.1,0.0,0,6,1
1538.2,3446,2,149,77,8,0,6,0,2,1,1,9,2,80.4,0,82.8,59.6,65.4,35.7,2746.16,2207.91,33621.88,0.48,13,5.9,82.1,83.1,0.0,0,12,7
1521.02,4413,0,134,317,215,0,10,5,2,0,0,0,4,25.4,10,60.0,46.0,44.5,18.5,8937.33,2270.08,100940.09,0.65,11,4.5,47.4,60.0,0.0,1,4,6
454.23,1296,0,263,440,188,0,2,2,4,1,1,7,0,60.6,30,38.9,25.3,41.0,35.7,4647.14,2816.17,50538.77,0.44,22,2.3,47.9,60.2,0.0,1,8,9
1123.36,735,1,408,567,152,0,10,2,1,0,0,0,5,26.6,16,32.3,38.3,10.6,0.8,13144.65,3496.48,79313.43,0.63,28,2.9,22.2,47.9,0.0,1,2,6
338.6,371,1,504,432,275,0,3,3,7,1,1,13,0,27.8,5,2.1,41.6,37.1,33.4,12767.06,3549.24,214349.73,0.56,27,2.6,17.2,48.8,0.0,1,14,8
286.89,825,5,125,57,18,0,0,1,0,1,0,0,2,91.7,0,94.2,72.0,63.4,94.5,10677.19,9790.98,171387.8,0.55,20,4.9,93.4,87.7,87.6,1,11,10
165.71,381,3,234,701,155,0,12,1,4,0,0,0,2,53.2,16,49.4,42.4,37.9,2.3,2652.95,1411.37,21608.52,0.65,7,4.8,39.1,24.3,0.0,1,1,4
705.2,2586,1,356,562,112,0,5,2,4,0,1,14,7,70.0,4,44.2,39.6,21.6,24.5,23488.96,16442.27,382038.14,0.71,33,3.6,59.9,34.1,0.0,1,10,1
1493.07,5000,5,57,53,1,0,6,0,5,1,0,0,0,64.1,21,84.8,66.7,78.9,72.9,47018.67,30138.97,332421.89,0.53,15,5.8,74.9,66.3,35.7,1,6,8
794.47,2627,2,76,65,26,0,9,1,1,1,0,0,2,72.6,36,64.6,65.8,57.4,36.4,36969.02,26839.51,685219.07,0.6,21,4.3,63.8,94.2,0.0,0,11,14
1042.22,637,1,234,516,275,0,9,4,5,1,0,0,5,38.8,12,47.9,50.0,51.5,4.8,15313.37,5941.59,166623.73,0.53,14,4.1,51.4,50.7,0.0,1,13,10
731.3,2499,2,85,7,56,0,10,1,3,1,1,4,0,95.7,0,56.6,62.2,65.8,73.6,545.63,522.17,2874.37,0.51,16,4.9,86.2,73.1,0.0,0,4,12
1325.08,2335,2,30,26,42,0,8,3,2,1,0,0,1,53.6,1,92.9,96.5,54.9,63.3,36893.72,19775.03,118244.18,0.56,25,7.1,88.5,60.7,0.0,1,6,6
259.8,259,0,106,683,249,0,12,1,3,1,1,3,0,80.2,0,53.6,56.6,11.9,17.0,8489.81,6808.83,72711.59,0.51,12,3.9,15.2,69.7,0.0,1,10,8
754.42,2783,3,93,46,1,0,0,3,1,1,1,9,1,84.2,0,76.6,75.0,55.2,74.4,7806.41,6573.0,90067.93,0.35,5,6.7,74.0,93.0,0.0,0,2,7
785.32,844,4,50,29,36,0,5,4,8,1,1,11,1,88.1,0,82.0,60.3,85.3,89.1,11137.5,9812.14,182416.54,0.37,15,6.0,57.6,77.6,90.5,0,3,5
463.37,1017,4,88,66,23,0,0,3,0,0,0,0,0,68.7,1,72.1,68.5,83.7,51.9,9782.73,6720.74,117139.35,0.5,13,5.9,59.5,85.7,69.8,1,0,3
1049.99,2125,5,115,51,41,0,11,3,3,0,0,0,1,58.6,34,52.8,68.0,76.4,64.1,50448.58,29562.87,144316.89,0.4,18,5.0,95.8,77.9,58.3,1,14,9
1495.85,5000,4,85,88,59,0,8,2,0,1,0,0,2,60.8,15,66.5,62.6,88.3,88.7,52794.81,32099.24,312187.35,0.5,11,7.2,98.3,62.4,86.7,0,6,7
478.4,1625,5,102,2,32,0,11,1,8,0,0,0,2,54.6,13,48.5,96.5,80.8,78.0,18045.26,9852.71,354607.91,0.73,16,5.9,85.6,87.9,89.1,1,14,1
1991.31,2106,0,1031,184,394,0,4,2,5,1,1,3,1,22.7,21,36.5,23.6,51.4,16.3,70116.52,15916.45,939296.16,0.58,6,3.5,14.4,70.0,0.0,1,4,6
945.27,2907,2,969,515,110,1,2,4,1,0,1,10,7,23.8,5,37.8,62.7,51.1,11.4,24333.37,5791.34,287673.45,0.65,8,2.1,40.9,35.6,0.0,1,0,4
560.43,1327,2,217,488,343,1,12,3,4,0,0,0,6,11.6,26,46.3,17.8,23.0,22.0,20847.89,2418.36,292463.24,0.59,20,1.7,41.4,58.1,0.0,1,0,14
1014.58,3334,1,795,262,137,0,5,3,6,0,1,8,8,69.1,33,21.8,23.4,49.0,21.7,42811.82,29582.97,530716.9,0.56,26,1.5,56.5,21.6,0.0,1,1,0
1745.87,1186,2,782,465,229,1,8,4,2,0,0,0,0,68.2,18,89.1,90.1,48.1,23.4,22154.66,15109.48,309430.48,0.67,14,4.2,26.4,24.4,0.0,1,9,1
817.16,619,4,156,63,22,0,6,3,5,1,0,0,0,79.2,20,73.1,78.2,95.9,73.0,30584.13,24222.63,363395.21,0.68,31,5.6,68.7,70.8,65.2,1,3,4
737.49,2088,4,157,79,43,0,0,0,2,1,0,0,1,80.3,0,48.3,95.0,76.3,62.6,30305.07,24334.97,487969.32,0.39,12,5.4,70.6,62.8,62.1,0,3,12
45.23,100,3,1176,188,343,0,2,2,5,1,0,0,5,52.0,32,26.7,42.2,53.8,2.3,311.25,161.85,3263.57,0.4,8,3.5,46.3,55.1,0.0,1,6,3
1305.77,2903,5,131,34,42,0,8,2,3,0,1,4,2,89.3,0,78.5,93.7,62.0,50.9,40976.56,36592.07,380949.38,0.43,6,6.1,95.8,65.1,76.0,0,2,3
382.2,1516,5,23,18,54,0,6,2,4,0,0,0,1,99.5,0,40.2,66.6,78.2,83.0,14052.26,13982.0,265699.85,0.67,18,4.7,73.5,82.7,88.9,1,7,6
1647.33,2032,1,1178,231,329,0,4,5,7,0,0,0,1,73.2,19,43.6,57.4,20.7,17.3,69855.31,51134.09,646713.33,0.47,7,4.6,41.5,65.7,0.0,0,13,10
1601.59,814,2,11,27,44,0,1,2,4,1,0,0,1,80.3,0,68.8,73.9,86.8,64.2,17635.21,14161.07,49677.13,0.53,23,5.6,62.4,95.6,0.0,1,8,0
1046.79,4124,4,58,54,31,0,7,3,4,1,1,13,0,61.5,33,95.6,81.6,81.2,76.4,36219.04,22274.71,525326.21,0.52,18,6.0,83.1,72.3,62.3,0,14,6
1737.01,5000,5,88,86,30,0,5,1,2,0,1,13,1,77.4,8,63.5,87.1,55.4,80.7,29506.63,22838.13,433708.84,0.46,7,5.4,66.7,81.5,88.1,0,0,2
1004.24,3209,4,76,70,57,0,2,0,3,0,0,0,0,74.6,12,74.1,79.1,69.4,95.4,19356.86,14440.22,90998.1,0.43,15,6.5,87.5,85.3,83.1,1,13,9
292.97,409,5,51,43,21,0,2,3,0,1,0,0,2,83.0,0,81.1,64.9,61.0,76.5,6749.01,5601.68,95077.34,0.48,20,6.5,81.8,91.3,82.8,1,13,12
1123.13,3654,1,967,261,90,0,11,2,6,0,0,0,3,41.3,7,58.6,41.5,22.5,36.7,2516.81,1039.44,10025.8,0.51,10,3.1,20.5,56.2,0.0,1,9,5
1588.27,3213,1,507,66,107,0,2,4,3,0,0,0,5,53.7,10,12.5,57.2,33.8,37.8,53918.51,28954.24,365769.8,0.66,15,2.5,37.0,57.6,0.0,1,0,8
541.53,2102,0,110,325,294,0,7,1,8,0,1,3,2,85.2,0,50.0,56.3,19.5,6.5,7436.46,6335.86,92793.82,0.73,16,3.7,46.5,60.0,0.0,1,6,4
1496.0,1095,3,175,71,50,0,6,5,2,1,1,12,1,54.1,6,60.4,73.3,88.7,38.5,55885.79,30234.21,231033.45,0.49,10,5.6,87.1,85.6,0.0,1,12,10
517.59,858,3,132,35,52,0,11,2,5,1,1,3,1,66.5,3,99.3,94.5,81.2,44.3,12931.23,8599.27,232541.01,0.47,6,5.0,82.2,89.0,0.0,1,10,11
1358.7,2307,1,242,219,300,0,12,3,2,1,0,0,8,53.8,18,55.4,52.2,27.3,9.0,4972.49,2675.2,10974.83,0.63,22,2.1,13.9,30.9,0.0,1,5,10
1519.16,1121,3,85,75,36,0,8,1,5,1,1,1,2,75.9,9,71.2,94.5,45.1,76.5,52647.25,39959.26,786823.38,0.55,23,6.4,82.9,67.9,0.0,1,11,12
1413.53,1511,0,893,355,277,0,3,4,3,1,1,13,1,75.9,14,24.0,28.9,31.6,23.0,55129.41,41843.22,224003.19,0.35,3,2.9,49.9,64.1,0.0,1,11,2
134.2,137,3,54,17,50,0,3,0,1,1,0,0,0,50.4,15,51.5,77.4,84.8,48.5,5070.56,2555.56,20922.26,0.4,3,7.2,83.8,78.9,0.0,0,14,12
463.1,926,4,22,60,31,0,7,3,3,1,0,0,0,86.3,0,83.6,81.4,70.5,97.2,11577.86,9991.69,168655.08,0.61,17,6.8,68.0,60.1,75.4,1,0,8
1706.24,3667,1,510,644,333,0,4,3,8,1,0,0,3,44.5,23,15.1,57.4,18.9,22.9,1615.8,719.03,18684.83,0.37,5,2.1,20.2,32.6,0.0,1,13,7
398.79,1245,2,831,155,343,1,2,2,2,1,0,0,3,40.5,5,29.6,42.1,31.4,20.1,11722.48,4747.6,41933.42,0.63,22,3.1,29.0,24.4,0.0,1,14,14
1174.93,1136,2,532,226,45,1,6,5,2,1,1,15,0,69.7,15,36.2,57.3,53.3,20.8,28783.1,20061.82,514710.93,0.38,16,3.1,42.4,43.1,0.0,0,0,3
179.82,598,4,180,44,49,0,0,3,5,1,1,7,2,73.3,2,76.8,76.2,53.8,78.3,209.61,153.64,3003.34,0.55,22,5.5,84.1,95.8,41.8,1,7,3
90.72,197,3,46,43,37,0,8,0,4,1,0,0,1,58.0,17,44.8,65.4,53.1,22.5,1350.8,783.46,17901.32,0.68,30,6.1,72.7,81.7,0.0,0,12,4
200.75,760,2,1115,645,107,1,9,5,6,1,0,0,6,39.9,26,49.9,40.4,45.7,10.3,6350.35,2533.79,115609.03,0.56,28,2.5,46.1,31.2,0.0,1,12,0
1611.44,4056,2,336,153,273,1,12,1,5,1,0,0,2,81.3,0,68.7,58.2,22.9,2.1,75046.16,61012.53,430480.6,0.78,5,3.9,37.8,56.4,0.0,1,9,1
646.57,2266,5,16,58,25,0,3,3,1,1,0,0,2,98.2,0,54.0,82.2,45.5,71.7,17907.9,17585.56,92844.13,0.68,4,7.5,85.8,92.2,82.1,0,14,14
895.95,2568,4,100,8,44,0,6,3,1,0,0,0,0,82.3,0,86.7,89.5,90.2,56.5,18945.78,15592.38,310893.44,0.4,8,5.1,61.4,77.3,46.4,1,5,2
314.27,446,3,842,671,242,0,2,2,5,1,1,15,0,70.1,23,14.2,25.8,20.9,17.2,15401.54,10796.48,93391.76,0.43,6,2.1,48.0,48.4,0.0,1,0,12
1460.94,3346,3,179,62,29,0,3,2,2,1,0,0,0,63.7,1,88.5,70.3,71.5,27.7,2729.05,1738.4,28279.49,0.39,9,6.0,57.1,93.4,0.0,0,14,5
540.53,1055,1,923,629,326,0,8,4,6,0,0,0,5,38.1,3,48.4,20.6,35.3,0.1,17703.9,6745.19,330324.63,0.7,14,2.4,49.2,65.7,0.0,1,1,4
826.57,1654,3,715,612,104,0,12,2,2,1,1,5,2,39.6,9,42.5,19.1,22.1,37.5,35033.08,13873.1,181977.06,0.68,30,1.4,39.0,51.1,0.0,1,3,1
287.13,627,5,20,8,32,0,1,2,0,1,0,0,0,86.2,0,47.5,73.9,85.9,70.9,10863.57,9364.4,157598.8,0.39,10,5.3,88.9,72.3,81.8,0,10,11
